bgid,tractid,juris_name,county_name,mpo
60014001001,6001400100,Oakland,Alameda County,San Francisco Bay Area (MTC)
60855044171,6085504417,Milpitas,Santa Clara County,San Francisco Bay Area (MTC)
60750228032,6075022803,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750228033,6075022803,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750229011,6075022901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750229012,6075022901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750229013,6075022901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750229021,6075022902,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014034003,6001403400,Oakland,Alameda County,San Francisco Bay Area (MTC)
60014054012,6001405401,Oakland,Alameda County,San Francisco Bay Area (MTC)
60750229031,6075022903,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014044001,6001404400,Oakland,Alameda County,San Francisco Bay Area (MTC)
60750328011,6075032801,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014046004,6001404600,Oakland,Alameda County,San Francisco Bay Area (MTC)
60750328022,6075032802,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750328023,6075032802,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750329011,6075032901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014062014,6001406201,Oakland,Alameda County,San Francisco Bay Area (MTC)
60750103001,6075010300,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750104001,6075010400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750104002,6075010400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750329012,6075032901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014075001,6001407500,Oakland,Alameda County,San Francisco Bay Area (MTC)
60750329013,6075032901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014081002,6001408100,Oakland,Alameda County,San Francisco Bay Area (MTC)
60014081004,6001408100,Oakland,Alameda County,San Francisco Bay Area (MTC)
60014090002,6001409000,Oakland,Alameda County,San Francisco Bay Area (MTC)
60014096001,6001409600,Oakland,Alameda County,San Francisco Bay Area (MTC)
60750329022,6075032902,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750330002,6075033000,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750351007,6075035100,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750353006,6075035300,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014220001,6001422000,Berkeley,Alameda County,San Francisco Bay Area (MTC)
60750402004,6075040200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750426011,6075042601,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014228002,6001422800,Berkeley,Alameda County,San Francisco Bay Area (MTC)
60750426022,6075042602,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750426023,6075042602,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750427001,6075042700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750254021,6075025402,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750427002,6075042700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750477012,6075047701,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750477013,6075047701,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750477021,6075047702,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750477023,6075047702,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750478012,6075047801,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014301013,6001430101,,Alameda County,San Francisco Bay Area (MTC)
60750477011,6075047701,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014301021,6001430102,,Alameda County,San Francisco Bay Area (MTC)
60014302001,6001430200,,Alameda County,San Francisco Bay Area (MTC)
60750479011,6075047901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750256003,6075025600,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014334003,6001433400,San Leandro,Alameda County,San Francisco Bay Area (MTC)
60750478022,6075047802,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014351033,6001435103,,Alameda County,San Francisco Bay Area (MTC)
60014339002,6001433900,,Alameda County,San Francisco Bay Area (MTC)
60014351041,6001435104,,Alameda County,San Francisco Bay Area (MTC)
60014351021,6001435102,Hayward,Alameda County,San Francisco Bay Area (MTC)
60014351022,6001435102,Hayward,Alameda County,San Francisco Bay Area (MTC)
60014351031,6001435103,,Alameda County,San Francisco Bay Area (MTC)
60014371011,6001437101,Hayward,Alameda County,San Francisco Bay Area (MTC)
60750260031,6075026003,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014401001,6001440100,Union City,Alameda County,San Francisco Bay Area (MTC)
60014364022,6001436402,Hayward,Alameda County,San Francisco Bay Area (MTC)
60750261003,6075026100,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133780001,6013378000,Richmond,Contra Costa County,San Francisco Bay Area (MTC)
60014411002,6001441100,Fremont,Alameda County,San Francisco Bay Area (MTC)
60133780002,6013378000,Richmond,Contra Costa County,San Francisco Bay Area (MTC)
60750112001,6075011200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014415031,6001441503,Fremont,Alameda County,San Francisco Bay Area (MTC)
60750112002,6075011200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750119021,6075011902,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750119011,6075011901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750120001,6075012000,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750120002,6075012000,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750122011,6075012201,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750123011,6075012301,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750123012,6075012301,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014443022,6001444302,Newark,Alameda County,San Francisco Bay Area (MTC)
60750123021,6075012302,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014506011,6001450601,,Alameda County,San Francisco Bay Area (MTC)
60750122012,6075012201,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014506034,6001450603,Pleasanton,Alameda County,San Francisco Bay Area (MTC)
60014506012,6001450601,Pleasanton,Alameda County,San Francisco Bay Area (MTC)
60014507013,6001450701,,Alameda County,San Francisco Bay Area (MTC)
60750125012,6075012501,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750124023,6075012402,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014507521,6001450752,,Alameda County,San Francisco Bay Area (MTC)
60014511013,6001451101,,Alameda County,San Francisco Bay Area (MTC)
60014511011,6001451101,,Alameda County,San Francisco Bay Area (MTC)
60014511015,6001451101,,Alameda County,San Francisco Bay Area (MTC)
60750126021,6075012602,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60014512021,6001451202,,Alameda County,San Francisco Bay Area (MTC)
60750131011,6075013101,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750130004,6075013000,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750132002,6075013200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750131021,6075013102,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750132003,6075013200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750133002,6075013300,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133020061,6013302006,Oakley,Contra Costa County,San Francisco Bay Area (MTC)
60133010003,6013301000,,Contra Costa County,San Francisco Bay Area (MTC)
60750133005,6075013300,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133020062,6013302006,Oakley,Contra Costa County,San Francisco Bay Area (MTC)
60750134001,6075013400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750135001,6075013500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750135002,6075013500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133050003,6013305000,Antioch,Contra Costa County,San Francisco Bay Area (MTC)
60750152003,6075015200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133040011,6013304001,,Contra Costa County,San Francisco Bay Area (MTC)
60750153002,6075015300,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133040021,6013304002,,Contra Costa County,San Francisco Bay Area (MTC)
60133090002,6013309000,Pittsburg,Contra Costa County,San Francisco Bay Area (MTC)
60133131031,6013313103,,Contra Costa County,San Francisco Bay Area (MTC)
60750154002,6075015400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133180002,6013318000,,Contra Costa County,San Francisco Bay Area (MTC)
60133132042,6013313204,,Contra Costa County,San Francisco Bay Area (MTC)
60133200011,6013320001,,Contra Costa County,San Francisco Bay Area (MTC)
60133150001,6013315000,,Contra Costa County,San Francisco Bay Area (MTC)
60750158013,6075015801,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750158011,6075015801,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750158022,6075015802,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750158021,6075015802,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750161001,6075016100,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750162002,6075016200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750161003,6075016100,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750162003,6075016200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133361023,6013336102,Concord,Contra Costa County,San Francisco Bay Area (MTC)
60750163002,6075016300,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750165001,6075016500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750165002,6075016500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750164002,6075016400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750165004,6075016500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750166003,6075016600,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750167001,6075016700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750167004,6075016700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750168013,6075016801,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750168022,6075016802,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133580005,6013358000,,Contra Costa County,San Francisco Bay Area (MTC)
60133400024,6013340002,Lafayette,Contra Costa County,San Francisco Bay Area (MTC)
60133451121,6013345112,,Contra Costa County,San Francisco Bay Area (MTC)
60133430022,6013343002,Walnut Creek,Contra Costa County,San Francisco Bay Area (MTC)
60133451111,6013345111,San Ramon,Contra Costa County,San Francisco Bay Area (MTC)
60133462043,6013346204,Danville,Contra Costa County,San Francisco Bay Area (MTC)
60133451151,6013345115,,Contra Costa County,San Francisco Bay Area (MTC)
60133452042,6013345204,,Contra Costa County,San Francisco Bay Area (MTC)
60750171022,6075017102,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133452031,6013345203,,Contra Costa County,San Francisco Bay Area (MTC)
60133461012,6013346101,,Contra Costa County,San Francisco Bay Area (MTC)
60133461022,6013346102,,Contra Costa County,San Francisco Bay Area (MTC)
60133461023,6013346102,,Contra Costa County,San Francisco Bay Area (MTC)
60133462014,6013346201,,Contra Costa County,San Francisco Bay Area (MTC)
60133462041,6013346204,Danville,Contra Costa County,San Francisco Bay Area (MTC)
60750171023,6075017102,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750176014,6075017601,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133470002,6013347000,,Contra Costa County,San Francisco Bay Area (MTC)
60133480003,6013348000,Lafayette,Contra Costa County,San Francisco Bay Area (MTC)
60133521023,6013352102,Moraga,Contra Costa County,San Francisco Bay Area (MTC)
60133521024,6013352102,,Contra Costa County,San Francisco Bay Area (MTC)
60133522013,6013352201,Moraga,Contra Costa County,San Francisco Bay Area (MTC)
60133522021,6013352202,,Contra Costa County,San Francisco Bay Area (MTC)
60133530012,6013353001,Orinda,Contra Costa County,San Francisco Bay Area (MTC)
60750176015,6075017601,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133540011,6013354001,Orinda,Contra Costa County,San Francisco Bay Area (MTC)
60133601012,6013360101,,Contra Costa County,San Francisco Bay Area (MTC)
60133540021,6013354002,Orinda,Contra Costa County,San Francisco Bay Area (MTC)
60133551071,6013355107,,Contra Costa County,San Francisco Bay Area (MTC)
60133551083,6013355108,Antioch,Contra Costa County,San Francisco Bay Area (MTC)
60133551161,6013355116,San Ramon,Contra Costa County,San Francisco Bay Area (MTC)
60133540023,6013354002,Orinda,Contra Costa County,San Francisco Bay Area (MTC)
60133551121,6013355112,,Contra Costa County,San Francisco Bay Area (MTC)
60133552001,6013355200,Concord,Contra Costa County,San Francisco Bay Area (MTC)
60133551123,6013355112,,Contra Costa County,San Francisco Bay Area (MTC)
60133560013,6013356001,,Contra Costa County,San Francisco Bay Area (MTC)
60133553061,6013355306,,Contra Costa County,San Francisco Bay Area (MTC)
60133553023,6013355302,Walnut Creek,Contra Costa County,San Francisco Bay Area (MTC)
60133560022,6013356002,,Contra Costa County,San Francisco Bay Area (MTC)
60133560024,6013356002,,Contra Costa County,San Francisco Bay Area (MTC)
60133570002,6013357000,,Contra Costa County,San Francisco Bay Area (MTC)
60750263021,6075026302,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133592022,6013359202,,Contra Costa County,San Francisco Bay Area (MTC)
60133610002,6013361000,Richmond,Contra Costa County,San Francisco Bay Area (MTC)
60133610003,6013361000,Richmond,Contra Costa County,San Francisco Bay Area (MTC)
60133601021,6013360102,,Contra Costa County,San Francisco Bay Area (MTC)
60750301014,6075030101,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133601022,6013360102,,Contra Costa County,San Francisco Bay Area (MTC)
60133800001,6013380000,Richmond,Contra Costa County,San Francisco Bay Area (MTC)
60750178011,6075017801,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60133922002,6013392200,Richmond,Contra Costa County,San Francisco Bay Area (MTC)
60411011001,6041101100,,Marin County,San Francisco Bay Area (MTC)
60750201003,6075020100,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750178022,6075017802,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750202002,6075020200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60411021001,6041102100,Novato,Marin County,San Francisco Bay Area (MTC)
60411230002,6041123000,Belvedere,Marin County,San Francisco Bay Area (MTC)
60411102002,6041110200,,Marin County,San Francisco Bay Area (MTC)
60411042003,6041104200,Novato,Marin County,San Francisco Bay Area (MTC)
60411101002,6041110100,,Marin County,San Francisco Bay Area (MTC)
60411060023,6041106002,,Marin County,San Francisco Bay Area (MTC)
60411070004,6041107000,,Marin County,San Francisco Bay Area (MTC)
60411060021,6041106002,,Marin County,San Francisco Bay Area (MTC)
60411130001,6041113000,,Marin County,San Francisco Bay Area (MTC)
60411130003,6041113000,,Marin County,San Francisco Bay Area (MTC)
60411130004,6041113000,,Marin County,San Francisco Bay Area (MTC)
60411142002,6041114200,,Marin County,San Francisco Bay Area (MTC)
60411141001,6041114100,,Marin County,San Francisco Bay Area (MTC)
60411141002,6041114100,Fairfax,Marin County,San Francisco Bay Area (MTC)
60411150002,6041115000,,Marin County,San Francisco Bay Area (MTC)
60411141003,6041114100,Fairfax,Marin County,San Francisco Bay Area (MTC)
60411261001,6041126100,Mill Valley,Marin County,San Francisco Bay Area (MTC)
60750312021,6075031202,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750312014,6075031201,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750313012,6075031301,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750313011,6075031301,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60411242001,6041124200,Tiburon,Marin County,San Francisco Bay Area (MTC)
60411220001,6041122000,,Marin County,San Francisco Bay Area (MTC)
60411242005,6041124200,Tiburon,Marin County,San Francisco Bay Area (MTC)
60750208004,6075020800,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750209001,6075020900,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60411242003,6041124200,,Marin County,San Francisco Bay Area (MTC)
60750210001,6075021000,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750210002,6075021000,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60411270004,6041127000,Mill Valley,Marin County,San Francisco Bay Area (MTC)
60750209003,6075020900,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60411281003,6041128100,,Marin County,San Francisco Bay Area (MTC)
60750211001,6075021100,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60411311001,6041131100,,Marin County,San Francisco Bay Area (MTC)
60411311002,6041131100,,Marin County,San Francisco Bay Area (MTC)
60411302021,6041130202,Sausalito,Marin County,San Francisco Bay Area (MTC)
60411330003,6041133000,,Marin County,San Francisco Bay Area (MTC)
60750212001,6075021200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60411311003,6041131100,,Marin County,San Francisco Bay Area (MTC)
60411321001,6041132100,,Marin County,San Francisco Bay Area (MTC)
60411321002,6041132100,,Marin County,San Francisco Bay Area (MTC)
60411322003,6041132200,,Marin County,San Francisco Bay Area (MTC)
60411330001,6041133000,,Marin County,San Francisco Bay Area (MTC)
60750214003,6075021400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750214001,6075021400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750215001,6075021500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750215003,6075021500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750215004,6075021500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60552010031,6055201003,,Napa County,San Francisco Bay Area (MTC)
60552011021,6055201102,,Napa County,San Francisco Bay Area (MTC)
60552011022,6055201102,,Napa County,San Francisco Bay Area (MTC)
60552012001,6055201200,,Napa County,San Francisco Bay Area (MTC)
60552017006,6055201700,,Napa County,San Francisco Bay Area (MTC)
60552013002,6055201300,Yountville,Napa County,San Francisco Bay Area (MTC)
60552018001,6055201800,,Napa County,San Francisco Bay Area (MTC)
60552018002,6055201800,,Napa County,San Francisco Bay Area (MTC)
60750228021,6075022802,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60552017001,6055201700,,Napa County,San Francisco Bay Area (MTC)
60552019001,6055201900,,Napa County,San Francisco Bay Area (MTC)
60552019002,6055201900,,Napa County,San Francisco Bay Area (MTC)
60552017004,6055201700,,Napa County,San Francisco Bay Area (MTC)
60750228031,6075022803,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750106001,6075010600,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750101001,6075010100,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750106002,6075010600,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750127001,6075012700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750127002,6075012700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750205001,6075020500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750127003,6075012700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750128002,6075012800,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750232001,6075023200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750234001,6075023400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750252003,6075025200,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750257013,6075025701,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750255003,6075025500,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750257023,6075025702,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750301023,6075030102,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750263031,6075026303,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750327003,6075032700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750327004,6075032700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750309005,6075030900,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750314001,6075031400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750311002,6075031100,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750314003,6075031400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750332032,6075033203,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750330005,6075033000,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750354002,6075035400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750354003,6075035400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750352013,6075035201,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750428003,6075042800,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750352014,6075035201,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750451001,6075045100,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750605021,6075060502,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750479013,6075047901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750607001,6075060700,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750479015,6075047901,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60750614003,6075061400,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60759806001,6075980600,San Francisco,San Francisco County,San Francisco Bay Area (MTC)
60816007003,6081600700,Daly City,San Mateo County,San Francisco Bay Area (MTC)
60816001001,6081600100,,San Mateo County,San Francisco Bay Area (MTC)
60816013001,6081601300,Daly City,San Mateo County,San Francisco Bay Area (MTC)
60816023001,6081602300,South San Francisco,San Mateo County,San Francisco Bay Area (MTC)
60816032004,6081603200,Pacifica,San Mateo County,San Francisco Bay Area (MTC)
60816052001,6081605200,Burlingame,San Mateo County,San Francisco Bay Area (MTC)
60816054001,6081605400,Burlingame,San Mateo County,San Francisco Bay Area (MTC)
60816056004,6081605600,Hillsborough,San Mateo County,San Francisco Bay Area (MTC)
60816080041,6081608004,Foster City,San Mateo County,San Francisco Bay Area (MTC)
60816063001,6081606300,San Mateo,San Mateo County,San Francisco Bay Area (MTC)
60816109002,6081610900,Redwood City,San Mateo County,San Francisco Bay Area (MTC)
60816081001,6081608100,Foster City,San Mateo County,San Francisco Bay Area (MTC)
60816097001,6081609700,Redwood City,San Mateo County,San Francisco Bay Area (MTC)
60816096011,6081609601,,San Mateo County,San Francisco Bay Area (MTC)
60816097002,6081609700,,San Mateo County,San Francisco Bay Area (MTC)
60816117004,6081611700,Menlo Park,San Mateo County,San Francisco Bay Area (MTC)
60816103021,6081610302,Redwood City,San Mateo County,San Francisco Bay Area (MTC)
60816135012,6081613501,,San Mateo County,San Francisco Bay Area (MTC)
60816121002,6081612100,East Palo Alto,San Mateo County,San Francisco Bay Area (MTC)
60816132003,6081613200,,San Mateo County,San Francisco Bay Area (MTC)
60816132004,6081613200,Portola Valley,San Mateo County,San Francisco Bay Area (MTC)
60816135021,6081613502,,San Mateo County,San Francisco Bay Area (MTC)
60855009021,6085500902,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60816133001,6081613300,Woodside,San Mateo County,San Francisco Bay Area (MTC)
60816136001,6081613600,,San Mateo County,San Francisco Bay Area (MTC)
60816134002,6081613400,,San Mateo County,San Francisco Bay Area (MTC)
60816137001,6081613700,,San Mateo County,San Francisco Bay Area (MTC)
60816134003,6081613400,Woodside,San Mateo County,San Francisco Bay Area (MTC)
60816138001,6081613800,,San Mateo County,San Francisco Bay Area (MTC)
60816138002,6081613800,,San Mateo County,San Francisco Bay Area (MTC)
60816138003,6081613800,,San Mateo County,San Francisco Bay Area (MTC)
60816138004,6081613800,,San Mateo County,San Francisco Bay Area (MTC)
60816137002,6081613700,,San Mateo County,San Francisco Bay Area (MTC)
60855011012,6085501101,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60816137003,6081613700,,San Mateo County,San Francisco Bay Area (MTC)
60855031131,6085503113,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855016001,6085501600,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855033122,6085503312,,Santa Clara County,San Francisco Bay Area (MTC)
60855033303,6085503330,,Santa Clara County,San Francisco Bay Area (MTC)
60952527053,6095252705,Suisun City,Solano County,San Francisco Bay Area (MTC)
60855033341,6085503334,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855035071,6085503507,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855033324,6085503332,,Santa Clara County,San Francisco Bay Area (MTC)
60855042022,6085504202,,Santa Clara County,San Francisco Bay Area (MTC)
60855043081,6085504308,,Santa Clara County,San Francisco Bay Area (MTC)
60855043082,6085504308,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855044203,6085504420,,Santa Clara County,San Francisco Bay Area (MTC)
60855037131,6085503713,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855048062,6085504806,Sunnyvale,Santa Clara County,San Francisco Bay Area (MTC)
60855046011,6085504601,,Santa Clara County,San Francisco Bay Area (MTC)
60855046021,6085504602,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855054015,6085505401,Santa Clara,Santa Clara County,San Francisco Bay Area (MTC)
60855063012,6085506301,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855069003,6085506900,Los Gatos,Santa Clara County,San Francisco Bay Area (MTC)
60855070012,6085507001,,Santa Clara County,San Francisco Bay Area (MTC)
60855050092,6085505009,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855070022,6085507002,Los Gatos,Santa Clara County,San Francisco Bay Area (MTC)
60855078082,6085507808,Cupertino,Santa Clara County,San Francisco Bay Area (MTC)
60855076001,6085507600,Saratoga,Santa Clara County,San Francisco Bay Area (MTC)
60855077023,6085507702,Cupertino,Santa Clara County,San Francisco Bay Area (MTC)
60855126021,6085512602,Gilroy,Santa Clara County,San Francisco Bay Area (MTC)
60855073021,6085507302,,Santa Clara County,San Francisco Bay Area (MTC)
60855126022,6085512602,,Santa Clara County,San Francisco Bay Area (MTC)
60855119091,6085511909,,Santa Clara County,San Francisco Bay Area (MTC)
60855119092,6085511909,,Santa Clara County,San Francisco Bay Area (MTC)
60855117041,6085511704,Los Altos Hills,Santa Clara County,San Francisco Bay Area (MTC)
60855117051,6085511705,,Santa Clara County,San Francisco Bay Area (MTC)
60855118003,6085511800,,Santa Clara County,San Francisco Bay Area (MTC)
60855119112,6085511911,San Jose,Santa Clara County,San Francisco Bay Area (MTC)
60855117071,6085511707,,Santa Clara County,San Francisco Bay Area (MTC)
60855119113,6085511911,,Santa Clara County,San Francisco Bay Area (MTC)
60855120011,6085512001,,Santa Clara County,San Francisco Bay Area (MTC)
60855121001,6085512100,,Santa Clara County,San Francisco Bay Area (MTC)
60855122001,6085512200,,Santa Clara County,San Francisco Bay Area (MTC)
60855122002,6085512200,,Santa Clara County,San Francisco Bay Area (MTC)
60855123051,6085512305,Morgan Hill,Santa Clara County,San Francisco Bay Area (MTC)
60855118001,6085511800,,Santa Clara County,San Francisco Bay Area (MTC)
60855124012,6085512401,,Santa Clara County,San Francisco Bay Area (MTC)
60855123052,6085512305,,Santa Clara County,San Francisco Bay Area (MTC)
60855124023,6085512402,,Santa Clara County,San Francisco Bay Area (MTC)
60855125101,6085512510,Gilroy,Santa Clara County,San Francisco Bay Area (MTC)
60855125031,6085512503,,Santa Clara County,San Francisco Bay Area (MTC)
60952508011,6095250801,Vallejo,Solano County,San Francisco Bay Area (MTC)
60855135001,6085513500,,Santa Clara County,San Francisco Bay Area (MTC)
60952515001,6095251500,Vallejo,Solano County,San Francisco Bay Area (MTC)
